lyrics
Think Im always in your life 내 모든것을 주겠어 지난날도 미래도 다 보여줄게 나의 작은 소망 하나까지도 너와 함께 이뤘으면 해 생각하지 말아줘 아픔들의 거울속 니가 있는 그곁에 날 데려가줘 워 워 바다속에 던져진 나만의 외로움이 끝날때까지 함께 있어줘 꿈에 있어줘 사랑하는 날까지 Sometime my love 난 그대의 저 햇살같은 사랑을 뿌려주는 세상의 단 하나밖에 없는 슬픈 사랑 느낄 수 있겠니 지금 이 순간을 언제나 포근한 엄마의 품처럼 넌 언제나 날 반겨주곤 했지 너의 그 아름다운 미소 영원히 너의 그 아름다운 마음 영원히 일기장 속 우리 사랑 얘기가 나의 꿈에서 남아 두팔벌려 너를 안고 싶어 그 속에 너를 느끼고 싶어 너를 지켜줄거야 너를 위해 아껴왔던 사랑 나의 사랑 come on love 나나나나나나나 나나나 나나나나 나나나나나나나 나나나나나나 Think Im always in your life 너와 아름답게 살겠어 헤어지고 아파도 너만이 중요해 우리 작은 사랑 언제나 영원히 함께할거라 난 믿어 바다속에 던져진 나만의 외로움이 끝날때까지 함께 있어줘 꿈에 있어줘 사랑하는 날까지 Sometime my love 난 그대의 저 햇살같은 사랑을 뿌려주는 세상의 단 하나밖에 없는 슬픈 사랑 느낄 수 있겠니 sometime my love 난 그대의 저 햇살같은 사랑을 뿌려주는 세상의 단 하나밖에 없는 슬픈 사랑 느낄 수 있겠니 지금 이 순간 모든걸 욕심없는 내 순수한 사랑을 받아줘
아무것도 이젠 필요없는 것 이제것 나의것 너의 모든것 기억조차 할수없는 것 너의 기억조차 잊어버린것 떠나가는 너의 뒷모습은 더욱 초라해진 너의 뒷모습은 마치 서로 다른 타인같이 그저 지나치는 타인같이 너를 떠나야 하는 나 숨쉬기조차 힘든 혼자가 되는건 괜찮아 내가 차라리 너보다 아프면되 너를 걱정해 오늘밤 집에 돌아와 텅빈 공간의 적막이 너에게 힘이들까봐 전활 걸려했어 정말 힘이들면 얘기해 잠시 너의 곁에 있을게 오래머물순 없는 시간이지만 한번더 너의곁에 머물수 있는 시간이 필요해 이별이 뭐 그리 꼭 중요해 다시 생각하면 돼 나와 수없이 되풀이 된 연인들처럼 또 다시 시작해 이제는 솔로가 되는건 내가 용서할수 없기에 멀리 떠나버린 너의모습 왜 내게다시 네 모습보여지니 왜 니 떠나가는 니모습 행복해 보였는데 다시 처음으로 돌아와 슬픔에 젖어 힘들어하는 너의 그런 모습 이해못해 아파하는 너의 모습 이해못해 정말 힘이들면 얘기해 잠시 너의 곁에 있을게 오래 머물순 없는 시간이지만 한번더 너의곁에 머물수 있는 시간이 필요해 이별이 뭐 그리 꼭 중요해 다시 생각하면 돼 나와 수없이 되풀이 된 연인들 처럼 또다시 시작해 이제는 솔로가 되는건 내가 용서할수 없기에 한번더 너의곁에 머물수 있는 시간이 필요해 이별이 뭐 그리 꼭 중요해 다시 생각하면돼 나와 수없이 되풀이된 연인들처럼 또다시 시작해 이제는 솔로가 되는건 내가 용서할 수 없기에
제각기 있기 였기 때문이기 사랑했기 때문이기 하루지기 이야기 이야기 잊지않기 제각기 이기적 이었기 때문이기 사랑했기 때문이기 영원지기 이야기 이야기 제각기 있기 였기 때문이기 우리의 이야기 이야기 끝에 저 끝에 내가 보내야 하나 사랑이 여기서 end end야 너와의 모든 게 over over over over 그대의 기억이 end end야 사랑의 끝이야 never never never never 행복하라며 기다리지 말라며 부디 잊으라 하며 사랑했다며 끝에 끝이여 나의 사랑의 끝 다시 올 수 없을 내 사랑아 그대가 영원한 내 마지막 사랑이었음을 하늘에 바랄 뿐이야 끝에 끝이여 나의 사랑의 끝 다시 올 수 없을 내 사랑아 우리가 영원히 저 세상 끝까지 함께 할 수 없음이 슬플 뿐이야 끝이여 끝이 아니길 비는 우리의 이야기 이야기 끝이여 끝이 아니길 비는 우리의 이야기 이야기 끝이여 끝이 아니길 비는 우리의 이야기 이야기 끝이여 끝이 아니길 빌어 끝에 저 끝에 내가 보내야 하나 기다릴테니 찾아오길 바라며 부디 잊지 않기를 사랑했기에 끝에 끝이여 나의 사랑의 끝 다시 올 수 없을 내 사랑아 그대가 영원한 내 마지막 사랑이었음을 하늘에 바랄 뿐이야 끝에 끝이여 나의 사랑의 끝 다시 올 수 없을 내 사랑아 우리가 영원히 저 세상 끝까지 함께 할 수 없음이 슬플 뿐이야 사랑이 여기서 end end야 너와의 모든 게 over over over over 그대의 기억이 end end 야 사랑이 끝이야 끝에 끝이여 나의 사랑의 끝 다시 올 수 없을 내 사랑아 사랑의 끝이여 다시 만나기를 슬픔으로 영원한 끝에 끝이여
아니야 아니야 아니야 그대가 아니야 이렇게 가지 않아 아니야 그대가 아니야 숨쉴 수 없어 그대없이는 이렇게 빠르게 찾아온 fantastic 그대이기에 느낄 수 있던 사랑 이대로 있을께 여기에 paradise 그대로 내게로 다시 와 줘 머물러 줘 널 기다릴게 예전에 느낄 수 없었던 사랑을 나도 날 모르게 다가왔어oh oh 이름을 불러줘 니 옆에 잠들게 도와줘 사랑하게 oh 아니야 아니야 아니야 그대가 아니야 이렇게 가지 않아 아니야 그대가 아니야 숨쉴 수 없어 그대없이는 이렇게 빠르게 찾아온 이별을 아무에게도 말하지 못한 비밀 지키고 있을께 여기서 사랑을 그대로 내게로 다시 와 줘 머물러 줘 널 기다릴게 예전에 느낄 수 없었던 사랑을 나도 날 모르게 다가왔어oh oh 이름을 불러줘 니 옆에 잠들게 도와줘 사랑하게 oh 두 눈을 감으며 영원을 기도해 사랑을 기도해 그대에게 oh oh 지키고 있을께 여기서 그대를 도와줘 사랑하게 oh
사랑이여 내 사랑이여 사랑이여 내 사랑이여 사랑이여 제발 슬퍼 말아요 떠나고 만나고 슬픈게 사랑이야 그대여 울지 말아요 운명에 모든 걸 맡긴 채 이대로 사랑해요 내 사랑이여 처음에 만날 때처럼 그대 마음을 돌이킬 수는 없나요 그대가 떠난 줄 알았을 때 이 세상 모든 걸 잃었어요 그대를 곁에 두고 싶은데 그대는 어디에도 없었죠 이해해줘요 사랑이여 제발 슬퍼 말아요 떠나고 만나고 슬픈게 사랑이야 그대여 울지 말아요 운명에 모든 걸 맡긴 채 이대로 사랑해요 만에 하나 그대가 떠난다면 세상에 정해준 이별이라고 생각하고 기다려야지 돌이킬 날 아래 천에 하나 그대가 돌아온다면 나의 생애 가장 기쁜 날이 될 거라 생각해 돌아와 주길 내 사랑이여 그대가 떠나던 그 날 나의 모든 건 달라져야만 했어요 매일을 슬프게 보내기에 나에게 사랑이 필요했고 그대를 잊기 위해 지금의 행복이 내게 필요했어요 너무 늦었어 사랑이여 나를 미워 말아요 그래도 그 때는 그대를 사랑했어 그대여 떠나 가세요 운명에 모든 걸 맡긴 채 이대로 헤어져요 지금처럼 이대로만 행복해요 영원히 이별이 없기를 하늘에 기도해요 그래도 내 맘은 그대를 사랑해요
리듬에 춤을 맞춰 나에게 박수를 쳐 노래를 불러줄께 레미파솔라시도 한걸음 앞에 나와 자신을 보여줘 봐 오늘밤 나와 함께 신나게 춤을 춰 나를 향한 너의 마음 애써 숨기려 하지마 난 알고 있어 지금 내 마음도 난 너와 똑같은 거야 널 좋아해 자신있게 너도 네게 한걸음 다가와 봐 넌 뭐가 그리 좋아 그렇게 웃음이나 사랑을 말해줄까 워 너에게 묻고 싶어 한걸음 다가올 때 내가 정말 좋은 건지 그래 그런 건지 한번에 모든 걸 끝내려 하다가 망쳤네 틀렸네 천천히 하나씩 그렇게 도전해 1 2 3 4 승리 도전 패기 사랑 젊은 우리들이 헤쳐 나가야 많은 일들 용기 하나가 그 모든 걸 이겨주네 나는 이겼네 친구들이 나를 우러러보네 하 만세 내가 champion 하하 잘냈어 champion 우리 동네 champion 강북의 champion fighting 나를 향한 너의 마음 애써 숨기려 하지마 난 알고 있어 지금 내 마음도 난 너와 똑같은 거야 널 좋아해 자신있게 너도 네게 한걸음 다가와 봐 넌 뭐가 그리 좋아 그렇게 웃음이나 사랑을 말해줄까 워 너에게 묻고 싶어 한걸음 다가올 때 내가 정말 좋은 건지 그래 그런건지 리듬에 춤을 맞춰 나에게 박수를 쳐 노래를 불러줄께 레미파솔라시도 한걸음 앞에 나와 자신을 보여 줘 봐 오늘밤 나와 함께 신나게 춤을 춰 넌 뭐가 그리 좋아 그렇게 웃음이나 사랑을 말해줄까 워 너에게 묻고 싶어 한걸음 다가올 때 내가 정말 좋은 건지 그래 그런건지 리듬에 춤을 맞춰 노래를 불러줄께 레미파솔라시도 한걸음 앞에 나와 오늘밤 나와 함께 신나게 춤을 춰
dancing queen 다 나와 누구도 빠져선 안돼 저기 저 남자들까지 벌써부터 다 찼어 모든 걸 보여줄 지금 흥분에 넘쳐 미쳐만 가네 어디 너부터 해봐 아직 마음에 준비가 되있지 않아 어디 너부터 해봐 아직 화장이 마무리가 되있지 않아 어디 너부터 해봐 모두가 이유가 있는 dance stage makeup stage love stage music stage 자신에 넘치는 손 끝에 머무는 느낌 음악이 흐르며 내 몸을 흔드는 내 모습 화려하게 춤을 추며 다 나와 음악에 흔들어 그 누구도 다 빠져선 안돼 가지마 와 나를 한번 봐줘 흐르는 음악에 그대는 나의 모든 것 baby dancing queen 그래 이제 파트너가 나 필요해 다 날 한번 바라봐 벌써부터 날 보며 애원에 손길이 지금 흥분에 넘쳐 미쳐만 가네 이제 나에게 와봐 글쎄 괜찮을까 몰라 이제 나에게 와봐 여자 꽤 많겠는걸 스트레스 좀 받겠군 이제 나에게 와봐 순진해 보이는데 재미 없겠군 도대체 dancing queen 내 마음에 드는 남자가 없어 자신에 넘치는 손 끝에 머무는 느낌 음악이 흐르며 내 몸을 흔드는 내 모습 화려하게 춤을 추며 다 나와 음악에 흔들어 그 누구도 다 빠져선 안돼 가지마 와 나를 한번 봐줘 흐르는 음악에 그대는 나의 모든 것 baby dancing queen의 하루가 이렇게도 지나가고 dancing queen의 사랑이 dancing queen의 세월이 이렇게도 지나가고 dancing queen의 운명
눈빛을 건네지는 않았지만 내맘 받아줄지 모르지만 한마디 건네지도 않았지만 나를 돌아설지 모르지만 그대의 기억조차 않나지만 연인이 있을지도 모르지만 그대가 어릴지도 모르지만 멀리 떠날지도 모르지만 사랑의 예감이 매일 꿈에 나타나요 나에게 사랑을 고백하고 가요 나만을 사랑할것 같아요 내느낌 같을것만 같아요 나만을 좋아할것 같아요 내느낌 설레일것 같아요 나만을 원하는것 같아요 내느낌 말할것만 같아요 나만을 생각할것 같아요 사랑할 것만 같아요 그대와 꿈을꾸는 이밤이 지나면 사랑해 말을할까 내일도 애인없이 혼자라면 쓸쓸해 보이면 말해야지 그대가 좋아요 사랑하고 싶은데요 내 사랑 깊숙히 파고 들어 와요 나만을 사랑할것 같아요 내느낌 같을것만 같아요 나만을 좋아할것 같아요 내느낌 설레일것 같아요 나만을 원하는것 같아요 내느낌 설레일것 같아요 나만을 생각할것 같아요 사랑할 것만 같아요 내느낌 내마음 내사랑 내영혼 내느낌 그대일것 같아요 내마음 깊은곳에 들어와 내사랑 되어줄것 같아요 내영혼 끝날때 까지
그대와의 사랑이 이별 이렇게 끝날 줄이야 어떻게 그렇게 그럴 수 없어 그대와의 사랑이 이별 이렇게 끝날 줄이야 어떻게 그렇게 그럴 수 없어 습기로 가득한 내 생활에 살며시 들어와 끈적이는 지루함들을 다 사라지게 한 너 다시 한번 생각해봐 우리 그 때 사랑을 돌이킬 수 없다면은 그렇게 나 떠날래 헤어짐은 만들어져 있는 거야 가지마 그렇게 나 생각하게 싫은데 너만은 한번만 더 내게 돌아와 행복해 할 내 모습을 그대 바라봐 한번만 더 내게 돌아와 사랑은 만들어 가는 거야 그대와의 사랑이 이별 이렇게 끝날 줄이야 어떻게 그렇게 그럴 수 없어 그대와의 사랑이 이별 이렇게 끝날 줄이야 어떻게 그렇게 그럴 수 없어 혼자의 시간으로 가득한 그대가 들어와 외로움을 달래준 그대가 보이지 않는 거야 다시 한번 생각해봐 우리 그 때 사랑을 돌이킬 수 없다면은 그렇게 나 떠날래 헤어짐은 만들어져 있는 거야 가지마 그렇게는 생각하게 싫은데 너만은 한번만 더 내게 돌아와 행복해 할 내 모습을 그대 바라봐 한번만 더 내게 돌아와 사랑은 만들어 가는 거야 한번만 더 내게 돌아와 영원히 그대 모든 걸 느낄 기회를 한번만 더 내게 돌아와 영원히 그대를 사랑할래 무슨 수를 써서라도 돌아서는 그대를 돌려 놓고 말 거라며 생각은 나 하지만 무너지는 내 마음을 달랠 수가 없기에 영원히 나 그대 오길 그대로 기다려 한번만 더 내게 돌아와 행복해 할 내 모습을 그대 바라봐 한번만 더 내게 돌아와 사랑은 만들어 가는 거야 한번만 더 내게 돌아와 영원히 그대 모든 걸 느낄 기회를 한번만 더 내게 돌아와 영원히 그대를 사랑할래
모든 걸 보여 줬어 다 줬었어 그보다 중요한건 날 버렸어 아픔을 그대에게 주고 싶었어 왜냐면 억울해서 못살겠어 그랬어 이랬어 저랬어 이별하게 됐어 내 사랑이 앞에 있어 10미터 밖에 그렇게 날 버리더니 다시 올 수 밖에 그랬어 이랬어 저랬어 얘기하게 됐어 코스모스 길을 따라 너와 걷게 됐어 걷다가 나 황홀해진 그대와의 키스 찬스라고 생각했던 나의 키스 뺨 한대만 얻어맞고 나를 떠나갔어 I love you 날 Oh 사랑해 왜 그렇게 안돼 이제와서 I love you 날 Oh 사랑해 왜 이렇게 바뀌어야 해 아니란 걸 아니란 걸 알면서 그런데 왜 믿어 왜 믿어 믿지마 여길 왜 와 여길 왜 와 Oh! My boy 저리가 다시 내게 이제 내게 오지마 사랑을 가르쳤어 고쳐 줬었어 그보다 중요한건 바꿔 놨어 진실한 사랑만을 하고 싶었어 이제는 영원히 날 사랑하겠어 1그리고 2 그리고 4 and 5 and 6 root of reggae six 앨범이었어 오랫동안 그대만을 기다려 왔어 갈 수 없는 길을 나도 걸을 뻔 했어 그대여 나만의 남자 Oh! My boy 사랑했으면서 왜 그랬어 1그리고 2 그리고 4 and 5 and 6 이미 스친 인연 아니겠어 I love you 날 Oh 사랑해 Oh never 다신 날 떠나지마 I love you 날 Oh 사랑해 Oh 한번만 참아 준다 아니란 걸 아니란 걸 알면서 버렸어 왜 버렸어 왜 버렸어 하지마 또 이런 일 또 이런 일 OH! MY BOY 그 때는 너도 죽고 나도 죽고 다 죽어!!
