lyrics
언젠간 이 눈물이 멈추길 언젠간 이 어둠이 걷히고 따스한 햇살이 이 눈물을 말려주길 지친 내 모습이 조금씩 지겨워지는 걸 느끼면 다 버리고 싶죠 힘들게 지켜오던 꿈을 가진 것보다는 부족한 것이 너무나도 많은 게 느껴질 때마다 다리에 힘이 풀려서 난 주저앉죠 언젠간 이 눈물이 멈추길 언젠간 이 어둠이 걷히고 따스한 햇살이 이 눈물을 말려주길 괜찮을 거라고 내 스스로를 위로하며 버티는 하루하루가 날 조금씩 두렵게 만들고 나를 믿으라고 말하면서도 믿지 못하는 나는 이제 얼마나 더 오래 버틸 수 있을 지 모르겠어요 기다리면 언젠간 오겠지 밤이 길어도 해는 뜨듯이 아픈 내 가슴도 언젠간 다 낫겠지 날 이젠 도와주길 하늘이 제발 도와주길 나 혼자서만 이겨내기가 점점 더 자신이 없어져요 언젠간 이 눈물이 멈추길 언젠간 이 어둠이 걷히고 따스한 햇살이 이 눈물을 말려주길 기다리면 언젠가 오겠지 밤이 길어도 해는 뜨듯이 이 아픈 내 가슴도 언젠간 다 낫겠지 언젠간 언젠간
차가운 가슴이 어느새 조금씩 녹아 내렸나 봐 니가 들어왔어 그리고 나도 몰래 내 가슴을 채웠어 언제부터인가 집에 돌아오면 너를 떠올리고 있는 내 모습을 보면서 내 맘 속에 니가 있는 걸 알았어 Maybe youre the one Maybe 어쩌면 어쩌면 니가 내가 기다린 반쪽인건지 Maybe it is true 언제나 너무 가까이 있어서 몰랐었나봐 Baby Im in love with you 처음엔 몰랐어 내가 널 이렇게 떠올리게 될 줄 사랑하게 될 줄 니 맘도 제발 이런 내 마음과 같기를 Maybe youre the one Maybe 어쩌면 어쩌면 니가 내가 기다린 반쪽인건지 Maybe it is true 언제나 너무 가까이 있어서 몰랐었나봐 Baby Im in love with you 너무 늦진 않았길 이제야 깨달은 내 맘 받아주길 늦게 알았지만 이제야 알았지만 이 마음은 절대 흔들리지 않아 Maybe youre the one Maybe 어쩌면 어쩌면 니가 내가 기다린 반쪽인건지 Maybe it is true 언제나 너무 가까이 있어서 몰랐었나봐 Baby Im in love with you Baby Im in love with you Baby Im in love with you Baby Im in love with you Baby Im in love with you In love
맨처음 너를 보던 날 수줍기만 하던 너의 맑은 미소도 오늘이 지나면 가까워 질거야 매일 설레는 기대를 해 무슨 말을 건네 볼까 어떻게 하면 네가 웃어줄까 손을 건네보다 어색해질까봐 멋쩍은 웃음만 웃어봐 우리 서로 반말하는 사이가 되기를 아직 조금 서투르고 어색한데도 고마워요 라는 말투 대신 좀 더 친하게 말을 해줄래 우리 서로 반말하는 사이가 될거야 한걸음씩 천천히 다가와 이젠 내 두눈을 바라보며 말을 해줄래 널 사랑해 너와의 손을 잡던날 심장이 멈춘듯한 기분들에 무슨말 했는지 기억조차 안나 마냥 설레는 기분인걸 우리 서로 반말하는 사이가 되기를 아직 조금 서투르고 어색한데도 고마워요 라는 말투 대신 좀 더 친하게 말을 해줄래 우리 서로 반말하는 사이가 될거야 한걸음씩 천천히 다가와 이젠 내 두눈을 바라보며 말을 해줄래 널 사랑해 우리 서로 사랑하는 사이가 되기를 잡은 두손 영원히 놓지 않을꺼야 바라보는 너의 눈빛속에 행복한 미소만 있길 바래 우리 서로 사랑하는 사이가 될꺼야 아껴주고 편히 기대면 돼 너를 보는 나의 두 눈빛이 말하고 있어 널 사랑해
겨울에 태어난 아름다운 당신은 눈 처럼 깨끗한 나만의 당신 겨울에 태어난 사랑스런 당신은 눈처럼 맑은 나만의 당신 하지만 봄 여름과 가을 겨울 언제나 맑고 깨끗해 겨울에 태어난 아름다운 당신은 눈처럼 깨끗한 나만의 당신 하지만 봄 여름과 가을 겨울 언제나 맑고 깨끗해 겨울에 태어난 아름다운 당신은 눈처럼 깨끗한 나만의 당신 생일 축하합니다 생일축하합니다 생일 축하합니다 당신의 생일을 Happy birthday to you. Happy birthday to you. Happy birthday to you. Happy birthday to you. Happy birthday to you. Happy birthday to you. Happy birthday to you. Happy birthday to you.
거짓말 날 위해 하는 말 혼잣말 버릇이 된 이말 괜찮아 질 거야 누구나 겪는거야 이런 하루가 반복되고 하루하루 일년인 것 같아 너 없는 오늘이 하루하루 힘들 것만 같아 숨쉬는 것 조차 너의 흔적들이 아직 남아 혼자 너무나도 아파 I cant let it go 마음은 움직일 수있어 이별도 되돌릴 수있어 기다려 줄게 나 이해해 줄게 다 널 찾는 하루 반복되고 하루하루 일년인 것 같아 너 없는 오늘이 하루하루 힘들 것만 같아 숨쉬는 것 조차 너의 흔적들이 아직 남아 혼자 너무나도 아파 I cant let it go 하루하루 없던 일처럼 돌릴 수 없니 텅 빈 내방을 채울 수 없이 흘러버린 추억들은 잡을 수 없어 하루하루 아플 것만 같아 하루하루 죽을 만큼 아파 너 없는 오늘이 하루하루 멈출 것만 같아 혼자인 세상이 우리 추억들이 아직 남아 가슴 깊이 파고 들어 I cant let it go 라라라라 Ill let u go 라라라라 Ill let u go 라라라라 하루하루 라라라라 하루하루
매번 마주칠 때마다 니가 웃어줄 때마다 조금씩 내 안에 조금씩 널 향한 마음이 자라더니 이제는 널 생각하면 니 모습을 떠올리면 자꾸만 두근대는 내 심장은 멈출줄 몰라 더 이상 감출 수 없는 내맘 전부 다 주고 싶어 항상 곁에서 널 사랑 하면 안될까 누구보다 너를 지키고 싶은 맘 받아주면 안될까 너의 맘속에 내가 있으면 안될까 너에게 가장 소중한 사람이 되고 싶어 어서 내 맘을 받아줘 매일매일 커져가는 널 향한 사랑 때문에 난 정말 하루 종일 아무것도 할 수가없어 이제는 숨길 수 없는 내 맘 너로 가득 차버렸어 항상 곁에서 널 사랑 하면 안될까 누구보다 너를 지키고 싶은 맘 받아주면 안될까 너의 맘속에 내가 있으면 안될까 너에게 가장 소중한 사람이 되고 싶어 어서 내 맘을 받아줘 이런 내 마음을 알아줘 알겠다고 대답해줘 항상 곁에서 널 사랑 하면 안될까 누구보다 너를 지키고 싶은 맘 받아주면 안될까 너의 맘속에 내가 있으면 안될까 너에게 가장 소중한 사람이 되고 싶어 어서 내 맘을 받아줘 내 맘을 알아줘
사랑해요 지금 곁에 없지만 그대가 있어 이 세상이 난 행복한걸요 그대 잊지마요 세상 어디에서도 내 사랑을 기억해줘요 사랑해요 그댈 사랑해요 그대 때문에 이렇게 그대 때문에 이렇게 눈물이나 다신 그댈 볼수 없어도 그래도 나는 괜찮아요 그댈 사랑하니까 우리 매일 걷던 익숙한 이 거리도 나는 오늘도 낯설게만 또 느껴지네요 그대 없는 동안 많은게 변했어도 내 사랑만 멈춰서 있죠 사랑해요 그댈 사랑해요 그대 때문에 이렇게 그대 때문에 이렇게 눈물이나 다신 그댈 볼수 없어도 그래도 나는 괜찮아요 그댈 사랑하니까 미안해요 내가 미안해요 나 때문에 힘들었죠 나 때문에 아팠겠죠 바보처럼 이제서야 알것 같아요 가슴이 원하는 한 사람 바로 그대이니까 우~ 사랑해요 영원히
사랑을 믿지 않았지 오늘이 오기 전엔 그래서 가능했나봐 널 떠날 수 있었나봐 미련하기는 또 최고라 아픈지도 몰랐어 가슴이 텅 빈 것 같아 눈물이 자꾸 흐르다 니가 보고 싶어 죽을 것 같아 이제야 알았어 넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 넌 내꺼중에 최고 잘난 것 하나 없는데 무슨 자신감으로 그렇게 널 대한건지 널 차버릴 수 있는지 자상하기는 또 최고라 화 한번 내지 않고 오직 나만 사랑해준 자기보다 더 아껴준 내겐 너무 과분한 그 사람이 이제야 그리워 넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 내겐 자격따윈 없지만 니 곁에 돌아가겠다는 말은 뻔뻔하지만 한 번 실수한 만큼 더 잘 할 수도 있어 이런 날 믿고 다시 받아주겠니 넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 넌 내꺼중에 최고
"정말 넌 다 잊었더라 반갑게 날 보는 너의 얼굴 보니 그제야 어렴풋이 아파오더라 새 살 차오르지 못한 상처가 눈물은 흐르질 않더라 이별이라 하는 게 대단치도 못해서 이렇게 보잘것없어서 좋은 이별이란 거, 결국 세상엔 없는 일이라는 걸 알았다면 그때 차라리 다 울어둘 걸 그때 이미 나라는 건 네겐 끝이었다는 건 나만 몰랐었던 이야기 사랑은 아니었더라 내 곁에 머물던 시간이었을 뿐 이제야 어렴풋이 알 것만 같아 왜 넌 미안했어야만 했는지 내가 너무 들떴었나 봐 떠나는 순간마저 기대를 했었다니 얼마나 우스웠던 거니 좋은 이별이란 거, 결국 세상엔 없는 일이라는 걸 알았다면 그때 차라리 다 울어둘 걸 그때 이미 나라는 건 네겐 끝이었다는 건 나만 몰랐었던 이야기"
"이 밤 지나고 나면은 날 깨울 그대 올테죠 한 방울 씩 흘려 놓은 눈물 즈려 밟으며 저 문 열리면 또 다시 빛이 내게 닿을테죠 그 이후론 영원토록 행복하게 살테죠 열 두시 종이 울리면 꿈 속에서 눈 뜨죠 사람들의 축복 속에 춤추고 있는 우리 둘 난 숨을 쉬죠 난 살아있어요 그 사실만은 나 믿어도 되는 거겠죠 Nothing lasts forever, Nothing really matters 날 찾는 길이 험해서 헤매고 있나봐요 언젠가는 웃으면서 그대 품에 잠들겠죠 난 갈 수 없죠 날 못 찾을까 봐 이 기다림이 다 물거품 돼 버릴까봐 Nothing lasts forever Nothing really matters Nothing lasts forever Nothing really matters Nothing lasts forever Nothing really matters Nothing lasts forever Nothing really matters"
